status,credit_history,purpose,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,duration,amount,age,credit_risk
0,3,4,1,2,3,4,0,1,0,2,0,0,3,0,1,0,18,1505,32,1
1,3,3,1,3,3,1,0,3,3,2,1,0,2,0,0,0,30,2406,23,0
2,0,6,4,2,2,2,0,2,2,1,2,1,2,0,0,0,15,1512,61,0
1,3,3,1,4,3,4,0,3,0,2,0,0,3,0,1,0,12,7865,53,0
2,1,10,1,0,2,2,0,2,1,2,2,2,0,1,1,0,18,3590,40,1
1,4,3,3,1,3,4,0,3,0,2,0,0,2,1,1,0,24,3349,30,0
1,3,2,0,4,0,4,0,3,2,2,0,0,2,1,1,0,18,7511,51,0
1,3,2,1,4,1,4,0,3,0,2,0,0,2,1,0,0,36,5493,42,1
0,3,10,1,3,3,4,0,0,1,1,2,1,2,0,1,0,18,1950,34,1
3,0,1,1,2,1,1,0,1,1,1,2,1,2,0,1,0,12,2247,36,1
0,0,10,1,2,1,1,0,1,1,2,2,1,2,0,1,0,33,2764,26,1
2,0,4,2,1,3,4,0,2,0,1,2,1,3,0,0,0,30,1919,30,0
0,3,3,1,4,0,4,0,3,1,2,2,0,2,0,0,0,9,1313,20,1
2,3,2,1,2,1,4,0,1,1,2,1,0,3,0,1,0,36,6948,35,1
1,3,3,1,2,1,1,0,3,1,2,1,0,2,0,0,0,12,1282,20,0
0,0,1,1,4,3,4,0,3,0,2,0,1,2,0,1,0,24,2032,60,1
0,3,1,1,4,3,4,0,3,1,2,2,0,3,0,1,0,12,1884,39,1
1,3,3,4,4,3,1,0,3,2,2,1,1,2,0,1,0,30,3622,57,1
2,1,1,1,3,1,4,0,2,3,2,2,1,1,1,0,0,12,958,47,1
0,1,2,4,4,3,4,0,1,1,2,2,1,3,0,1,0,36,5711,38,1
0,3,4,2,4,1,4,0,3,1,2,2,1,2,0,0,0,24,3621,31,0
1,2,3,1,4,2,4,0,3,0,0,1,1,2,1,0,0,24,4110,23,0
2,3,4,1,3,1,1,0,0,3,2,2,0,2,0,0,0,12,2930,27,1
1,3,4,1,2,3,1,0,0,1,0,2,0,2,0,0,0,12,1498,23,1
0,1,4,4,4,1,4,0,1,1,2,2,0,2,0,0,0,24,2578,34,1
1,4,0,0,4,3,4,0,2,1,1,2,0,3,0,1,0,24,1358,40,0
2,3,7,1,3,2,4,0,0,1,2,2,1,2,1,0,0,36,2273,32,1
2,1,1,1,1,0,4,0,2,3,0,2,1,1,1,0,0,12,3124,49,1
2,2,3,1,1,3,1,0,2,2,2,1,1,2,0,0,0,12,2969,25,0
3,3,3,0,4,2,1,0,3,3,2,2,0,3,0,1,0,12,1424,55,1
0,3,2,1,4,3,4,0,3,1,2,2,0,3,0,1,0,24,2670,35,1
0,3,4,1,3,3,4,0,1,1,2,2,0,2,0,0,0,9,1478,22,0
0,1,2,0,0,1,4,0,3,0,2,2,0,3,0,1,0,18,3229,38,1
2,4,10,1,4,3,1,0,2,0,2,1,0,2,0,0,0,48,6416,59,0
1,2,10,1,0,1,4,0,3,2,1,2,1,2,0,1,0,27,5293,50,0
2,3,3,1,1,1,2,0,0,2,2,2,0,2,0,0,0,30,3832,22,1
1,1,3,1,2,2,4,2,1,2,2,2,1,2,0,0,0,36,5371,28,1
3,1,1,0,3,3,4,0,1,3,0,2,1,1,1,0,0,24,1344,37,0
0,1,3,3,2,3,4,0,3,3,2,2,1,2,0,1,0,42,4042,36,1
1,3,4,1,3,3,1,2,0,3,2,2,0,2,0,0,0,18,3509,25,1
3,1,2,3,2,1,4,0,1,1,2,2,0,2,0,1,0,15,2360,36,1
2,3,4,3,1,0,2,0,2,3,2,1,0,2,0,0,0,18,3213,25,1
2,0,1,1,0,3,4,0,3,2,2,2,0,3,0,1,0,6,1209,47,0
1,4,7,1,4,3,1,0,3,0,2,0,0,2,0,0,0,6,1198,35,0
0,3,3,1,2,3,4,0,3,0,0,0,1,2,0,0,0,18,1984,47,1
2,0,10,2,4,3,4,0,1,2,1,2,1,2,0,0,0,30,2503,41,1
0,3,3,2,2,3,4,0,0,1,1,2,0,2,0,0,0,24,5511,25,1
1,3,1,1,2,3,1,0,1,3,2,2,0,1,0,0,0,12,1228,24,0
0,3,7,0,4,0,4,0,3,3,2,2,0,1,0,0,0,9,3832,64,1
1,1,4,0,4,3,4,0,3,3,2,2,1,2,0,1,0,6,1169,67,1
1,3,3,1,2,1,4,2,2,2,2,2,0,1,1,0,0,12,708,38,1
2,3,1,2,3,2,4,0,1,2,2,2,0,2,0,0,0,48,6560,24,0
0,3,4,1,3,2,4,0,0,1,0,2,0,2,1,0,0,24,1552,32,1
1,1,10,2,3,3,4,0,0,3,2,2,1,2,0,1,0,24,1382,26,1
0,0,2,1,2,3,2,0,3,3,2,1,0,2,0,0,0,12,1503,41,1
3,3,4,1,3,3,4,0,1,1,0,2,0,2,0,0,0,24,5152,25,1
2,0,1,0,4,3,4,0,3,1,2,2,0,2,1,0,0,18,2899,43,1
2,0,3,1,0,2,1,0,1,2,2,2,0,3,0,1,0,24,2064,34,0
1,1,1,1,2,3,4,0,1,2,2,2,1,2,0,0,0,12,2121,30,1
0,1,3,1,0,1,4,0,2,1,2,2,0,3,0,0,0,9,2406,31,1
0,3,1,4,3,1,1,0,2,1,2,1,0,2,0,0,0,15,3186,20,1
1,3,4,1,3,0,2,2,0,3,2,2,1,2,0,1,0,48,6999,34,0
0,3,4,0,2,3,2,0,1,3,2,1,0,2,0,1,0,15,1386,40,1
0,1,4,1,4,3,4,0,3,3,2,2,0,2,0,0,0,12,618,56,1
0,1,2,0,2,1,4,0,3,2,2,2,1,3,1,1,0,24,6842,46,1
2,0,10,1,2,1,0,0,1,3,1,2,1,3,0,1,0,36,4455,30,0
1,3,6,1,1,0,0,0,0,0,2,2,0,1,0,1,0,30,11998,34,0
0,0,2,0,3,2,4,0,1,1,1,2,0,3,1,1,0,36,8947,31,1
0,3,4,0,2,3,1,0,3,1,2,2,0,2,0,0,0,36,2394,25,1
2,3,2,1,1,0,2,0,3,1,2,1,0,3,0,1,0,36,9398,28,0
1,0,7,1,2,3,4,0,2,2,1,2,0,2,0,1,0,36,6887,29,0
0,3,1,1,0,0,1,0,3,3,2,2,0,0,0,1,0,6,672,54,1
2,3,3,0,4,0,1,0,1,2,0,2,0,2,0,1,0,12,2762,25,0
0,1,3,0,4,1,4,0,3,2,2,1,0,2,0,1,0,12,5801,49,1
0,1,3,1,1,3,1,0,3,2,2,2,0,2,0,1,0,21,2288,23,1
0,0,3,2,3,3,4,0,2,3,2,2,1,3,0,0,0,21,1591,34,1
2,1,1,1,4,2,4,2,2,3,0,2,1,2,0,0,0,18,1056,30,0
0,1,4,0,4,3,1,0,1,3,2,2,1,2,0,1,0,12,1240,38,1
0,1,2,0,2,3,4,0,1,1,2,2,0,3,0,1,0,36,11054,30,1
0,3,1,3,4,3,4,0,3,2,2,2,0,2,0,0,0,36,909,36,1
2,3,4,1,2,2,4,2,1,3,2,2,0,2,0,0,0,7,2415,34,1
0,1,4,2,4,3,4,0,3,2,0,2,1,2,0,0,0,24,2223,52,1
0,3,4,1,3,1,2,0,1,3,2,1,0,2,0,0,0,6,2108,29,1
2,1,10,3,2,1,4,0,3,1,0,2,0,2,0,0,0,15,2326,27,1
0,1,4,1,2,3,4,0,3,0,2,0,1,2,0,1,0,15,1471,35,1
2,1,10,1,4,3,0,0,3,3,2,2,1,2,0,1,0,24,1935,31,0
0,3,1,3,4,0,1,0,3,0,2,0,0,2,0,0,0,15,5324,35,1
3,3,1,4,1,1,2,0,1,3,2,2,0,0,0,0,1,6,709,27,1
2,3,4,1,2,3,4,2,1,3,2,2,0,2,0,0,1,8,1414,33,1
0,3,3,3,4,2,4,0,3,2,2,2,0,2,0,0,0,24,2835,53,1
1,1,10,1,1,2,4,0,0,2,0,2,1,1,0,0,0,13,1797,28,1
2,3,10,2,3,2,4,0,3,3,2,2,0,1,0,0,0,12,1037,39,1
2,1,10,1,3,1,1,0,0,3,0,2,1,1,0,0,0,42,5954,41,1
0,0,4,1,2,3,1,0,3,3,2,2,1,2,0,0,0,36,4454,34,1
1,3,5,1,2,2,4,0,3,1,2,2,0,2,0,0,0,48,3051,54,0
0,1,4,1,2,3,1,0,1,2,2,2,1,2,0,0,0,12,1291,35,1
2,4,10,2,3,3,4,0,1,1,2,2,0,2,0,0,0,48,3566,30,1
0,1,3,0,2,0,2,0,1,2,2,2,1,2,0,0,0,6,1221,27,1
0,1,4,1,3,1,4,0,0,3,2,2,2,1,1,0,0,4,1544,42,1
2,3,4,1,1,3,2,2,0,3,0,2,0,1,0,0,0,12,625,26,1
2,3,1,1,3,2,4,0,3,2,2,1,0,2,1,1,0,12,2002,30,1
1,3,1,1,1,3,1,0,0,2,2,2,0,2,0,0,0,24,3123,27,0
0,3,3,1,1,1,4,0,2,2,0,2,1,1,0,0,0,15,2708,27,1
0,1,7,0,1,1,4,0,0,2,2,2,1,1,1,0,0,12,3565,37,1
3,1,1,3,0,1,4,0,3,0,0,0,2,0,0,0,0,12,1480,66,1
0,1,4,1,2,3,4,0,1,2,2,2,1,2,0,0,0,15,1360,31,1
2,3,4,3,2,2,0,0,0,1,2,2,0,2,0,1,0,12,1158,26,1
2,3,4,1,3,3,4,2,2,3,2,2,1,2,0,0,1,12,1103,29,1
1,3,3,0,1,0,1,0,1,2,2,2,0,2,0,1,1,24,7721,30,1
1,3,5,1,2,3,2,0,2,3,2,2,0,1,0,1,0,18,1217,47,0
2,3,4,0,0,1,4,0,0,0,2,2,0,3,0,1,0,12,6468,52,0
2,3,4,1,1,0,2,0,0,2,2,2,0,2,0,1,0,24,2039,22,0
2,0,0,1,2,1,4,0,2,1,0,2,1,2,0,1,0,20,2629,29,1
3,1,4,0,2,2,4,0,3,0,2,0,1,2,0,1,0,15,1271,39,0
0,3,4,1,4,3,4,0,3,1,2,2,0,2,0,0,0,12,804,38,1
0,1,3,0,2,1,2,0,0,1,2,2,1,2,0,0,1,10,2069,26,1
0,0,4,0,4,2,4,0,2,1,0,2,1,2,1,0,0,48,7238,32,1
3,3,3,1,1,0,1,0,0,2,1,2,0,1,0,0,0,18,3049,45,1
2,3,1,2,2,1,1,0,3,1,2,1,1,2,0,1,0,15,2631,28,0
2,3,3,2,2,1,1,1,3,1,2,1,0,2,0,0,0,30,3441,21,0
0,3,4,1,3,3,4,0,1,1,2,2,0,2,0,1,0,24,2284,28,1
1,1,3,1,1,3,1,0,3,2,2,1,0,2,0,0,0,18,1049,21,1
1,3,3,1,2,3,4,0,3,2,2,2,0,2,0,0,0,24,4169,28,1
2,0,2,1,4,0,4,0,1,1,2,2,1,3,0,1,0,27,5965,30,1
2,4,1,2,0,0,4,0,1,2,2,2,0,3,1,1,0,15,6850,34,0
1,1,1,1,1,1,4,0,3,3,2,2,0,1,1,0,1,6,1361,40,1
0,1,3,1,2,3,1,0,1,0,2,2,1,2,0,0,0,18,1817,28,1
0,1,1,4,4,3,4,0,3,3,2,2,0,2,0,1,0,24,1940,60,1
0,1,1,1,4,2,4,0,3,3,2,2,1,1,1,0,1,10,1231,32,1
0,1,4,1,3,0,1,0,1,1,2,1,1,2,0,1,0,6,1554,24,1
0,1,4,3,4,3,4,0,2,2,0,2,1,3,0,1,0,18,629,32,1
0,0,4,1,2,3,2,0,2,3,0,2,1,2,0,0,0,15,1478,33,1
1,2,10,1,4,1,4,0,3,1,2,1,1,2,0,0,0,45,11816,29,0
1,3,1,2,4,2,4,0,1,2,2,2,0,2,0,1,0,6,1203,43,1
2,3,4,1,2,1,4,2,1,3,2,2,0,2,0,0,0,7,2576,35,1
2,3,2,1,4,3,1,0,1,0,2,0,0,3,0,1,0,24,12579,44,0
0,1,2,0,4,0,4,0,3,1,2,2,1,2,0,0,0,30,7596,63,1
0,0,3,4,3,2,1,0,1,2,2,2,1,2,0,0,0,15,960,30,1
2,3,4,0,3,3,4,0,0,1,2,2,1,2,1,1,0,48,3979,41,1
0,1,6,1,2,3,0,0,1,3,2,2,1,2,0,1,0,24,2058,33,1
1,3,3,1,1,0,1,0,3,1,2,1,0,2,0,0,0,18,3650,22,1
1,3,0,1,4,3,1,2,3,3,2,2,0,1,0,1,0,24,1755,58,1
2,1,4,0,4,3,4,2,3,3,2,2,1,2,0,1,0,15,1537,50,1
0,3,4,1,1,3,1,0,2,1,2,2,0,2,1,0,0,12,1493,34,1
2,4,1,0,0,3,4,1,3,0,2,0,0,3,0,1,0,48,12169,36,1
1,3,1,1,1,0,1,0,0,3,2,2,0,1,0,1,0,47,10722,35,1
2,3,7,0,2,3,4,0,3,0,2,0,0,2,0,0,0,18,1239,61,1
0,3,7,3,4,3,4,0,3,0,2,0,0,2,0,1,0,10,727,46,1
1,1,1,1,2,1,4,0,1,3,2,1,1,2,1,0,0,11,3905,36,1
0,3,3,1,1,0,1,0,3,2,2,2,0,2,0,0,0,6,4611,32,0
2,3,4,1,2,0,1,0,0,1,2,2,0,2,0,1,0,12,1567,22,1
1,4,1,0,2,3,4,0,1,2,2,2,1,1,1,0,0,21,1647,40,0
1,3,3,1,4,3,4,0,1,1,2,2,0,2,1,0,0,36,3446,42,0
0,3,2,0,2,1,0,0,3,0,2,0,0,2,0,1,0,24,9277,48,1
2,2,10,0,2,1,4,0,1,1,0,2,0,3,0,1,0,48,12204,48,1
0,0,10,0,2,3,4,0,3,3,2,2,1,2,1,1,0,24,2978,32,1
0,3,2,0,0,1,1,0,3,2,2,1,0,3,0,1,0,24,5433,26,1
2,3,6,2,2,3,4,2,1,3,2,2,0,2,0,0,0,15,1514,22,1
2,0,1,2,4,1,4,0,3,1,2,2,3,3,0,1,0,36,8086,42,0
1,0,1,1,0,3,4,0,1,3,2,0,1,2,1,0,0,24,1333,43,0
0,3,3,1,2,3,1,0,1,3,2,1,0,2,0,0,0,9,1388,26,1
0,3,3,1,1,1,1,1,1,1,2,1,1,2,0,0,0,9,1980,19,0
1,3,3,1,2,1,0,0,0,1,2,2,0,2,0,0,0,12,2577,42,1
0,1,0,1,0,3,4,1,1,0,0,2,1,3,0,1,0,24,6314,27,1
0,1,1,3,2,0,2,0,1,1,2,2,0,2,0,0,0,6,2080,24,1
1,3,3,1,2,0,1,0,3,3,0,1,0,2,0,0,0,18,2039,20,0
0,3,5,0,1,3,1,0,0,3,2,2,0,2,0,0,0,15,874,24,1
1,1,4,1,3,0,1,0,3,1,2,2,0,2,0,0,0,6,1957,31,1
2,3,1,1,0,1,4,0,3,0,0,0,0,3,0,1,0,10,7308,70,1
3,3,3,1,2,1,4,0,1,3,2,2,0,2,0,0,0,24,1925,26,1
2,3,1,1,1,2,1,0,3,1,2,2,0,1,0,1,0,24,1355,25,0
1,3,7,1,1,3,1,0,3,2,2,2,0,2,0,0,0,12,795,53,0
3,1,4,1,4,3,4,0,3,2,2,2,0,2,0,0,0,30,3017,47,1
1,4,10,1,3,1,1,2,3,1,2,1,0,2,0,0,0,48,7685,37,0
0,1,10,1,0,3,4,0,1,1,1,2,1,3,0,1,0,12,2292,42,0
1,3,7,0,4,3,4,0,3,0,2,2,0,3,0,1,0,36,1977,40,0
0,1,1,1,2,3,1,0,1,3,1,2,1,2,0,1,0,36,7855,25,0
0,1,1,1,3,1,4,0,1,2,0,2,1,2,0,0,0,18,2775,31,0
2,0,1,1,2,0,0,0,3,2,2,2,1,2,0,0,0,21,2353,47,1
0,3,1,1,2,1,2,0,1,2,2,2,0,3,0,1,0,18,1820,30,1
0,3,2,0,1,1,2,0,3,1,2,1,0,2,0,1,0,12,2445,26,1
1,3,4,3,4,2,2,0,0,3,2,2,0,2,0,0,0,12,1680,35,1
1,0,7,0,2,0,1,0,1,1,2,1,1,2,0,1,0,18,8471,23,1
2,3,2,1,1,1,4,0,2,1,2,2,1,2,0,0,0,26,7966,30,1
1,3,2,1,4,2,4,0,3,0,2,0,0,2,0,1,0,12,3386,35,0
3,1,1,3,3,3,2,0,1,3,2,2,2,2,0,1,0,12,939,28,0
0,1,4,0,4,3,1,0,2,2,0,2,0,1,1,0,0,12,797,33,0
1,3,3,1,1,3,4,1,0,2,2,2,0,1,0,0,1,24,1747,24,1
1,2,6,1,3,3,4,0,2,3,2,2,1,2,0,0,0,12,1108,28,0
2,3,4,1,1,1,1,2,3,2,2,2,0,1,0,0,0,13,2101,23,1
1,3,2,1,0,3,4,0,1,0,2,0,0,3,0,1,0,24,6579,29,1
0,0,4,3,3,3,4,0,0,1,2,2,0,3,0,1,0,48,12749,37,1
0,1,4,3,4,3,4,0,3,2,2,2,1,2,1,1,0,12,522,42,1
1,4,3,3,2,3,4,0,3,3,1,2,0,2,0,1,0,24,2828,22,1
2,3,1,1,2,2,1,0,3,2,2,1,0,1,0,1,0,24,2718,20,0
3,3,1,2,4,0,1,0,3,0,2,0,0,1,1,0,0,10,1240,48,0
2,3,1,4,4,3,4,0,3,3,2,2,0,2,0,1,0,12,1318,54,1
1,3,10,1,1,2,1,0,3,2,2,1,0,2,0,0,0,48,4308,24,0
1,3,3,1,0,2,1,0,3,0,2,0,0,3,0,0,0,12,2578,55,1
0,3,4,2,3,3,2,0,2,2,2,2,0,2,0,1,0,24,1311,26,1
1,1,2,2,3,0,2,0,3,1,2,1,1,2,0,0,0,30,6187,24,1
2,0,6,1,2,1,4,0,3,3,2,2,0,1,1,1,0,18,6204,44,1
2,3,4,1,4,3,4,0,3,1,2,2,0,2,1,0,0,6,1068,28,1
2,3,3,4,1,3,1,0,0,3,2,2,0,2,0,0,0,11,1577,20,1
0,1,3,1,3,3,4,0,2,2,2,2,1,2,0,0,0,24,1585,40,1
1,4,4,1,1,2,4,1,3,0,0,0,0,3,0,1,0,18,1940,36,1
2,2,10,1,2,0,4,0,3,3,2,2,2,1,0,1,0,24,4241,36,0
3,1,1,1,2,0,4,0,0,3,2,2,2,0,1,0,1,6,1299,74,1
0,3,1,2,4,3,2,0,3,3,2,1,0,1,0,0,0,24,1469,41,1
0,1,4,1,4,3,4,0,1,1,2,2,1,2,0,0,0,28,2743,29,1
0,3,4,1,3,3,4,0,1,1,2,1,1,3,1,1,0,12,1963,31,1
2,1,3,1,2,1,1,0,2,1,2,2,0,3,0,1,0,48,5096,30,0
1,3,1,1,1,3,4,0,0,3,2,2,0,1,1,0,0,12,2579,33,0
0,0,3,3,3,1,1,0,3,1,2,2,1,2,0,1,0,36,7678,40,1
2,1,1,0,4,3,4,0,3,3,2,2,1,2,0,0,0,30,2181,36,1
0,3,7,1,1,0,1,0,1,0,2,2,0,2,0,0,0,6,1538,56,1
1,1,4,3,4,3,4,0,3,1,2,2,1,2,0,0,0,6,338,52,1
2,0,7,2,3,1,4,0,2,0,2,1,0,2,0,1,0,39,11760,32,1
2,1,3,1,1,1,1,0,3,1,0,2,0,1,0,0,0,24,4736,25,0
3,3,3,1,4,2,0,0,3,0,2,0,0,2,0,0,0,24,2892,51,1
0,1,4,1,4,1,2,0,1,3,2,1,1,2,0,0,0,6,1740,30,1
2,0,10,2,3,0,4,0,2,2,2,2,1,1,1,1,0,36,9857,31,1
3,3,1,1,1,3,4,0,0,3,2,2,0,2,0,0,0,12,1330,26,1
3,1,4,0,4,3,4,0,3,2,1,2,1,1,0,0,0,30,3656,49,1
1,3,1,1,1,0,1,0,1,1,2,2,0,1,0,0,0,18,976,23,0
1,4,4,1,2,3,0,0,0,0,2,0,0,2,0,0,0,12,2149,29,0
1,3,1,1,4,3,4,0,3,0,0,0,0,3,0,0,0,48,7763,42,0
1,1,3,1,2,0,0,0,3,3,2,1,0,3,0,1,0,6,3384,44,0
1,3,4,2,2,3,1,0,1,1,2,2,0,1,0,0,0,24,1282,32,0
0,1,1,1,2,3,1,0,2,3,2,2,1,2,0,0,0,18,1028,36,1
0,3,1,1,2,1,4,2,1,3,2,2,0,2,0,1,0,24,1393,31,1
0,3,4,1,2,3,4,0,1,3,0,2,1,2,0,0,0,12,707,30,1
1,1,1,1,4,3,4,0,3,3,2,2,1,2,0,0,0,21,571,65,1
1,3,2,1,2,1,4,0,1,2,2,2,0,2,1,0,0,36,8229,26,0
1,1,1,1,1,0,4,0,2,3,2,1,1,1,1,0,1,10,2241,48,1
0,1,4,0,4,0,4,1,3,3,2,2,0,2,0,1,0,12,2331,49,1
