num_of_prev_attempts,weight,weighted_score,forumng_click,homepage_click,oucontent_click,resource_click,subpage_click,url_click,dataplus_click,glossary_click,oucollaborate_click,quiz_click,ouelluminate_click,sharedsubpage_click,questionnaire_click,page_click,externalquiz_click,ouwiki_click,dualpane_click,folder_click,repeatactivity_click,htmlactivity_click,code_module,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result
2,46.0,76.1304347826087,479.0,255.0,0.0,5.0,12.0,3.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,2,3,0,3,0,0
0,125.0,98.144,282.0,880.0,50.0,77.0,375.0,16.0,0.0,0.0,9.0,4711.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,2,9,0,3,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,3,2,2,3,0,0
0,0.0,0.0,15.0,14.0,24.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,1,5,0,3,0,0
1,100.0,87.5,404.0,374.0,1018.0,21.0,226.0,30.0,0.0,0.0,1.0,1214.0,0.0,0.0,11.0,5.0,0.0,16.0,2.0,3.0,0.0,0.0,5,0,10,2,3,0,2,0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,7,2,6,0,3,1,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,5,1,1,0,3,0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,1,4,0,3,0,0
0,100.0,67.1,24.0,154.0,451.0,20.0,14.0,1.0,0.0,0.0,0.0,115.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9,2,2,0,3,0,1
0,100.0,65.0,12.0,59.0,264.0,31.0,22.0,1.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,3,1,1,0,1
0,100.0,76.25,1167.0,776.0,1953.0,47.0,409.0,48.0,35.0,0.0,0.0,797.0,30.0,0.0,33.0,20.0,0.0,35.0,10.0,0.0,0.0,0.0,5,1,8,3,7,0,1,0,1
0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,1,0,0,3,0,0
0,200.0,74.595,10.0,213.0,17.0,54.0,124.0,5.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,12,2,8,0,2,0,1
0,100.0,62.2,224.0,243.0,380.0,8.0,59.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,4,1,1,1,0
0,100.0,87.65,0.0,170.0,887.0,61.0,52.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,3,9,0,3,0,1
0,200.0,56.775,66.0,330.0,398.0,88.0,153.0,23.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,2,0,1,0,0
0,200.0,68.1475,873.0,612.0,185.0,186.0,684.0,91.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,165.0,0.0,0.0,0.0,0.0,3,0,5,2,0,0,2,0,1
1,100.0,66.5,90.0,135.0,234.0,40.0,134.0,6.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,5,0,1,3,6,0,3,0,1
0,100.0,61.4,44.0,97.0,216.0,7.0,49.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,4,1,9,2,0,0,1,0,1
0,25.0,49.0,58.0,29.0,58.0,18.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,5,0,9,2,3,0,3,0,0
0,200.0,67.3875,1567.0,1105.0,69.0,146.0,928.0,78.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,73.0,282.0,0.0,0.0,0.0,0.0,3,1,0,2,6,0,1,0,1
1,80.0,74.5875,719.0,385.0,2.0,71.0,91.0,14.0,0.0,0.0,0.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,5,1,3,0,0
0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,0,1,0,1,0,0
0,0.0,0.0,18.0,38.0,28.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,1,4,1,2,0,0
0,125.0,58.24,97.0,347.0,27.0,110.0,152.0,12.0,0.0,0.0,24.0,1160.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,8,2,7,1,0,0,1
0,100.0,72.18,191.0,210.0,24.0,79.0,59.0,53.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,3,0,3,0,1
0,100.0,66.14,760.0,281.0,60.0,97.0,141.0,31.0,0.0,2.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,1,7,0,1,0,1
0,100.0,70.25,85.0,298.0,902.0,79.0,111.0,6.0,0.0,0.0,12.0,134.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,1,0,1
1,0.0,0.0,18.0,30.0,0.0,9.0,12.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,3,0,4,0,0
0,22.5,50.55555555555556,39.0,35.0,22.0,6.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3,0,8,2,1,0,1,0,0
0,100.0,77.5,123.0,220.0,470.0,26.0,220.0,6.0,0.0,0.0,0.0,1000.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,9,2,8,0,3,0,1
0,100.0,45.73,100.0,35.0,0.0,3.0,15.0,1.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,0,0,1,0,0
0,2.0,67.0,106.0,82.0,176.0,42.0,44.0,3.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,10,1,1,1,2,1,0
0,100.0,61.24,104.0,152.0,341.0,23.0,28.0,20.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,4,1,6,2,0,0,1,0,1
0,0.0,94.44444444444444,23.0,29.0,150.0,5.0,3.0,0.0,0.0,2.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,8,1,8,1,1,0,1
0,100.0,73.96,266.0,236.0,298.0,10.0,13.0,30.0,0.0,0.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,4,0,3,2,1,0,2,0,1
0,191.0,64.79581151832461,162.0,324.0,52.0,79.0,209.0,8.0,0.0,0.0,9.0,1078.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5,2,9,0,3,0,1
0,100.0,81.25,476.0,508.0,2217.0,88.0,433.0,54.0,4.0,0.0,0.0,896.0,25.0,0.0,19.0,17.0,0.0,57.0,17.0,0.0,0.0,0.0,5,0,3,3,2,0,1,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,3,0,4,0,0
0,100.0,78.75,713.0,698.0,2493.0,63.0,429.0,93.0,27.0,0.0,24.0,990.0,0.0,0.0,32.0,19.0,0.0,82.0,1.0,3.0,0.0,0.0,5,0,2,2,1,1,1,0,1
0,0.0,71.55555555555556,45.0,135.0,111.0,27.0,24.0,0.0,0.0,18.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,3,2,1,1,0,0,1
0,12.5,0.0,0.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,11,1,0,1,3,1,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,11,2,2,0,3,0,0
0,100.0,70.9,200.0,524.0,2234.0,29.0,192.0,115.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,5,2,3,1,1,0,1
0,100.0,59.34,40.0,104.0,12.0,109.0,19.0,21.0,0.0,0.0,2.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,8,0,3,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,12,2,7,0,0,0,0
0,100.0,71.15,81.0,37.0,0.0,5.0,16.0,3.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,2,3,0,3,1,1
2,0.0,0.0,0.0,32.0,21.0,78.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,1,1,0,0
1,100.0,71.3,0.0,81.0,264.0,24.0,14.0,3.0,0.0,0.0,36.0,57.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,1,3,1,1,0,1
0,50.0,84.0,245.0,225.0,691.0,23.0,185.0,14.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,5.0,5,0,12,1,2,0,1,0,0
0,147.0,83.01360544217687,362.0,349.0,21.0,63.0,106.0,5.0,0.0,0.0,0.0,1766.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,10,2,2,0,2,0,1
0,0.0,0.0,64.0,38.0,23.0,1.0,11.0,3.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,12,1,7,0,1,0,0
0,200.0,46.5325,30.0,136.0,184.0,33.0,65.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,49.0,0.0,0.0,0.0,0.0,3,0,1,2,7,0,1,0,0
0,200.0,53.715,111.0,254.0,51.0,51.0,129.0,9.0,0.0,0.0,21.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,12,2,1,1,3,0,0
0,100.0,86.43,670.0,370.0,27.0,44.0,82.0,40.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,1,7,1,1,0,1
0,30.0,89.0,5.0,64.0,211.0,46.0,16.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,1,6,1,3,1,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,7,0,1,1,0
0,12.5,76.0,433.0,597.0,1025.0,98.0,480.0,77.0,0.0,1.0,0.0,174.0,19.0,0.0,4.0,24.0,0.0,44.0,11.0,0.0,0.0,0.0,5,0,12,3,5,0,1,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11,1,1,0,1,0,0
0,30.0,75.66666666666667,1.0,46.0,75.0,23.0,31.0,5.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,2,8,1,1,0,0
0,15.0,56.66666666666666,208.0,143.0,33.0,11.0,27.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,0,3,1,0,0,1,0,0
1,27.0,80.96296296296296,23.0,19.0,25.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,1,1,1,2,1,0
0,25.0,71.36,454.0,140.0,1.0,8.0,22.0,20.0,0.0,1.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,2,5,0,3,0,0
0,0.0,0.0,7.0,30.0,55.0,31.0,18.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,3,1,1,1,0,0,0
1,0.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,2,1,0,1,0,0
0,30.0,64.33333333333333,5.0,57.0,109.0,27.0,13.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,0,3,0,0
0,175.0,69.45714285714286,882.0,841.0,89.0,54.0,152.0,32.0,0.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3,1,6,3,4,0,1,0,1
2,50.0,77.1,5.0,24.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3,0,5,1,1,0,1,1,0
0,0.0,81.33333333333333,70.0,157.0,383.0,205.0,30.0,0.0,0.0,2.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,7,2,5,1,0,0,1
0,100.0,63.24,219.0,126.0,296.0,18.0,91.0,14.0,0.0,0.0,4.0,89.0,0.0,0.0,0.0,2.0,0.0,92.0,0.0,0.0,0.0,0.0,4,0,8,3,9,0,0,0,1
0,125.0,37.168,6.0,548.0,3839.0,66.0,214.0,17.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,8,0,1,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,0,3,0,1,0,0
0,100.0,70.7,0.0,111.0,752.0,23.0,37.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,0,1,1,0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,1,7,0,1,0,0
1,185.0,56.12972972972973,82.0,164.0,193.0,51.0,342.0,21.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,24.0,124.0,0.0,0.0,0.0,0.0,3,1,6,2,4,0,3,1,1
2,10.0,49.0,31.0,34.0,30.0,2.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,8,1,3,0,3,0,0
0,82.0,79.91463414634147,113.0,132.0,121.0,14.0,44.0,3.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,2,3,1,1,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,1,9,1,1,0,0
0,100.0,64.62,272.0,141.0,0.0,25.0,105.0,40.0,0.0,7.0,0.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,2,1,1,0,0
0,0.0,83.88888888888889,80.0,135.0,436.0,28.0,24.0,0.0,0.0,19.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,6,1,5,1,0,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,2,2,0,1,0,0
1,50.0,77.5,0.0,3.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,5,2,2,1,1,0,0
0,97.0,66.63917525773196,32.0,9.0,0.0,2.0,5.0,1.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,2,2,0,1,0,1
0,200.0,87.8625,68.0,160.0,134.0,43.0,144.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,81.0,0.0,0.0,0.0,0.0,3,1,9,1,1,1,1,0,1
0,100.0,87.0,125.0,325.0,838.0,21.0,55.0,4.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,306.0,3.0,0.0,0.0,0.0,4,0,5,2,6,0,0,0,1
0,160.0,49.109375,18.0,47.0,61.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,3,0,7,2,7,0,1,0,0
0,100.0,63.77,295.0,246.0,47.0,45.0,50.0,12.0,0.0,0.0,2.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,2,9,1,1,0,1
0,25.0,66.0,84.0,194.0,103.0,21.0,83.0,6.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,5,0,5,1,4,0,3,0,0
1,10.0,52.0,4.0,91.0,278.0,17.0,17.0,2.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,2,4,0,3,1,0
0,0.0,80.0,420.0,181.0,11.0,32.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,9,0,3,0,2,0,0
1,100.0,82.78,844.0,501.0,2.0,109.0,112.0,47.0,0.0,3.0,0.0,130.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,9,1,3,0,1
0,100.0,66.84,420.0,121.0,11.0,16.0,26.0,7.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,1,0,0,1,0,1
0,178.0,84.02247191011236,61.0,122.0,0.0,81.0,77.0,6.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4,2,8,0,2,0,1
0,0.0,0.0,30.0,13.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,3,1,9,2,6,0,1,0,0
0,30.0,51.66666666666666,74.0,91.0,126.0,6.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,2,5,0,3,0,0
1,0.0,0.0,22.0,12.0,9.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,1,1,0,1,0,0
0,6.0,91.66666666666669,31.0,47.0,17.0,0.0,30.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,1,7,1,3,0,0
0,200.0,68.8875,210.0,438.0,135.0,45.0,290.0,66.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,14.0,67.0,0.0,0.0,0.0,0.0,3,0,12,1,9,0,1,1,1
0,100.0,43.81,8.0,149.0,9.0,42.0,119.0,7.0,0.0,0.0,10.0,2193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,8,4,9,1,1,0,0
0,82.0,71.36585365853658,1168.0,761.0,10.0,86.0,81.0,35.0,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,3,2,1,1,0,1
0,100.0,74.9,759.0,855.0,1778.0,98.0,121.0,10.0,22.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,9,2,1,0,1
0,200.0,44.73,108.0,408.0,1063.0,115.0,177.0,3.0,0.0,0.0,1.0,2117.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,1,5,2,0,0,0
2,100.0,89.18,3084.0,719.0,70.0,47.0,71.0,126.0,0.0,18.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,1,1,0,1
0,0.0,0.0,0.0,11.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1,5,0,0,0,0
0,200.0,75.825,225.0,232.0,42.0,49.0,190.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,71.0,0.0,0.0,0.0,0.0,3,0,11,2,3,0,1,0,1
1,75.0,56.333333333333336,41.0,245.0,284.0,36.0,168.0,7.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,5.0,0.0,0.0,5,0,0,1,5,0,3,0,1
0,200.0,82.8,479.0,280.0,74.0,50.0,146.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,122.0,0.0,0.0,0.0,0.0,3,0,10,3,9,0,1,0,1
