status,credit_history,purpose,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,duration,amount,age,credit_risk
3,2,0,4,4,3,1,0,3,3,2,2,0,3,1,1,1,12,2133,52,1
0,1,3,0,3,3,2,2,3,2,0,0,0,1,1,0,1,24,1546,24,0
3,2,2,3,2,3,0,0,1,0,2,1,0,2,1,0,1,6,1543,33,1
1,2,3,2,2,3,2,0,2,0,2,1,0,1,1,0,1,12,766,66,0
2,2,6,0,1,3,1,0,3,1,2,0,0,2,1,1,1,15,392,23,1
3,2,0,4,2,2,2,0,1,3,2,1,0,2,1,0,1,15,3556,29,1
0,2,0,0,3,1,2,0,0,2,2,1,0,2,1,1,1,36,9271,24,0
3,2,0,4,1,3,2,0,0,1,2,1,0,2,1,0,1,24,2255,54,1
2,2,4,0,2,1,2,0,1,2,2,1,0,2,1,1,1,10,1225,37,1
1,4,9,0,4,3,0,0,3,0,2,1,1,2,1,1,1,24,1935,31,0
3,4,3,0,2,0,1,0,0,2,2,1,1,2,1,1,1,6,1382,28,1
3,2,4,2,3,3,2,0,2,1,2,1,1,2,1,1,1,15,1262,36,1
3,2,3,4,4,1,1,0,3,0,2,1,0,1,1,1,1,36,3835,45,1
3,2,3,0,3,2,2,0,0,2,0,1,0,2,0,0,1,24,1552,32,1
0,4,0,0,3,0,2,0,3,0,2,1,1,1,1,0,0,8,3398,39,1
3,2,2,0,2,0,3,0,1,1,2,0,0,2,1,0,1,6,1766,21,1
3,4,6,0,4,1,1,0,3,3,0,2,2,1,1,0,1,12,2748,57,1
3,2,2,4,3,3,2,0,1,2,1,1,0,2,1,1,1,24,929,31,1
0,3,0,0,2,2,2,0,3,3,2,2,1,2,0,0,1,24,4870,53,0
0,2,3,0,2,1,1,0,1,0,2,1,0,2,1,0,1,18,3190,24,0
3,2,2,0,1,0,1,0,2,0,2,0,0,1,0,0,1,4,601,23,1
3,2,1,4,4,3,2,0,3,0,2,1,0,3,1,1,1,21,2476,46,1
0,1,2,0,1,1,0,0,0,1,0,1,0,2,1,1,1,24,6872,55,0
1,2,0,0,3,1,3,0,2,2,0,1,0,1,1,0,1,12,685,25,0
0,1,3,0,1,2,2,1,3,3,0,2,0,3,1,1,1,18,1940,36,1
0,0,9,0,0,1,2,0,3,1,2,1,1,2,1,1,1,27,5293,50,0
3,2,0,0,1,3,3,0,1,0,2,1,0,2,1,0,1,24,1249,28,1
2,2,2,0,2,1,2,0,1,0,2,1,0,2,1,1,1,6,2116,41,1
0,2,6,0,0,3,1,0,0,0,2,1,0,0,1,0,1,18,750,27,0
0,3,9,0,3,1,2,0,0,2,2,1,1,2,1,1,1,36,2145,24,0
3,2,9,1,3,1,2,0,1,2,2,1,1,2,1,1,1,36,5742,31,1
0,2,10,0,4,3,1,2,3,0,2,1,0,1,1,1,1,24,1755,58,1
2,3,0,0,2,1,1,0,1,2,1,1,1,2,1,1,1,12,2247,36,1
3,2,3,0,1,3,1,0,2,2,1,1,0,2,1,1,1,24,1533,38,1
0,2,3,0,3,3,1,2,0,0,2,1,0,2,1,0,1,18,3509,25,1
3,4,3,0,4,1,2,0,3,0,2,1,1,1,1,1,1,12,1655,63,1
1,2,10,4,0,2,2,0,3,3,0,2,0,0,1,1,1,48,5381,40,1
0,4,2,4,3,3,2,0,3,1,2,1,1,3,1,1,1,39,14179,30,1
0,0,0,0,2,3,2,0,3,2,0,1,1,2,1,0,1,12,1082,48,0
3,4,0,4,4,3,2,0,3,3,2,2,0,3,1,1,1,21,12680,30,0
0,4,0,4,1,0,2,0,2,0,2,1,1,1,0,0,1,6,4716,44,1
3,2,0,2,4,0,1,0,3,3,2,2,0,2,1,0,1,15,5324,35,1
1,0,2,0,2,0,1,0,3,2,0,1,1,2,1,1,1,18,3244,33,1
3,4,1,4,3,3,2,0,3,2,2,1,1,2,0,1,1,24,2197,43,1
0,2,2,0,1,1,0,0,3,1,2,1,0,1,1,0,1,30,3108,31,0
3,2,2,0,2,2,2,0,1,0,2,0,0,1,1,0,1,12,1768,24,1
0,1,9,0,2,3,2,0,1,1,0,0,0,2,1,1,1,24,3161,31,0
3,2,1,1,2,0,2,1,1,0,2,1,0,2,0,0,1,10,2848,32,1
2,2,3,0,2,1,2,0,1,0,2,1,0,2,1,1,1,36,3919,23,1
3,4,1,4,2,1,2,0,3,1,2,1,1,3,0,1,1,24,6842,46,1
1,3,9,1,3,3,2,0,3,2,2,0,0,3,1,1,1,24,6967,36,1
0,1,2,0,3,2,2,0,3,2,0,1,0,2,1,0,1,24,3552,27,0
0,3,3,0,1,3,3,0,3,0,1,1,0,2,1,0,1,24,1024,48,0
3,2,3,0,1,3,1,0,2,2,2,1,0,2,0,0,1,12,1493,34,1
0,2,0,0,3,3,2,0,1,0,2,1,0,2,1,0,1,12,759,26,0
3,2,0,0,4,3,1,1,3,3,2,2,0,2,1,1,1,24,3757,62,1
1,3,1,4,3,2,2,0,3,1,0,0,1,3,0,1,1,20,7057,36,1
3,3,9,4,1,3,2,0,3,2,2,0,1,2,1,1,1,36,7980,27,0
3,2,3,4,1,0,1,0,0,2,2,1,1,2,1,1,1,24,5943,44,0
3,2,3,4,2,3,1,0,1,2,2,1,0,2,1,0,1,12,886,21,1
1,4,3,0,4,3,2,0,3,0,2,1,0,2,1,0,1,36,2337,36,1
3,0,5,0,2,3,2,0,1,2,2,1,1,2,1,0,1,36,2613,27,1
3,4,2,4,4,1,2,0,3,1,2,0,0,2,1,1,0,12,5801,49,1
3,4,2,0,4,3,2,0,3,0,2,1,2,2,1,1,1,12,1935,43,1
1,4,9,4,2,3,3,0,3,0,0,1,1,2,1,0,1,18,1887,28,1
1,0,8,0,2,1,2,0,1,0,2,1,0,1,1,1,1,12,1410,31,1
2,4,1,2,2,1,2,0,1,2,2,1,0,2,1,1,1,15,2360,36,1
3,2,1,0,1,3,1,0,0,3,2,1,0,3,1,1,1,24,2679,29,1
0,4,2,0,4,0,1,0,3,1,2,1,1,2,1,0,1,20,4272,24,1
3,2,5,2,3,1,3,0,3,0,2,0,0,1,1,0,1,6,660,23,1
3,2,0,0,0,0,1,0,3,0,2,1,0,0,1,1,1,6,672,54,1
3,4,0,0,4,3,2,0,3,0,2,1,1,1,1,0,1,12,1255,61,1
3,2,3,1,4,1,2,0,3,3,0,2,0,2,0,1,1,6,1346,42,1
1,3,10,0,2,1,2,0,2,2,0,1,1,2,1,1,1,20,2629,29,1
0,2,3,0,2,1,1,0,3,2,2,1,0,2,1,0,1,24,3660,28,1
0,4,3,0,3,0,1,0,3,2,2,1,0,2,1,0,1,6,1957,31,1
0,0,9,4,1,1,2,0,2,2,0,1,2,2,1,0,1,30,8072,25,1
0,2,0,0,2,1,1,0,3,2,2,0,0,2,1,0,1,15,1403,28,1
2,0,3,0,1,3,2,0,1,2,2,1,1,3,1,1,1,9,1337,34,0
0,2,0,0,2,3,1,2,3,1,2,1,0,2,1,1,1,12,1893,29,1
3,3,1,3,2,1,2,0,1,2,2,1,1,2,1,0,1,27,8613,27,1
1,2,1,0,1,1,2,0,2,2,2,1,1,2,1,0,1,26,7966,30,1
3,2,9,0,0,2,2,0,1,2,2,0,0,3,1,1,1,48,4844,33,0
3,4,3,4,4,3,2,0,3,1,2,1,1,2,1,0,1,24,2424,53,1
1,2,9,0,1,2,3,0,1,0,2,1,0,2,1,1,1,8,907,26,1
3,2,3,1,4,1,2,0,3,2,2,1,1,2,1,0,1,24,3621,31,0
0,2,2,0,0,3,2,0,2,1,2,1,0,3,1,1,1,36,3959,30,1
3,4,9,1,2,2,2,0,2,1,2,1,1,1,1,1,1,24,4139,27,1
1,2,3,0,2,3,1,2,3,0,2,1,1,2,1,1,1,12,1092,49,1
1,2,3,0,3,3,1,2,1,0,2,1,0,1,1,0,1,8,760,44,1
0,2,1,0,3,1,2,0,0,3,2,2,0,3,1,1,1,24,2910,34,1
3,3,9,0,1,0,0,0,0,2,2,1,1,2,1,0,1,36,9572,28,0
3,4,3,0,2,3,2,0,3,3,2,2,1,2,1,1,1,15,1471,35,1
3,4,2,0,2,3,2,0,1,3,2,2,0,2,1,1,1,15,3343,28,1
1,2,5,1,2,2,1,0,1,0,2,1,0,1,1,0,1,15,2631,25,1
0,2,0,0,3,1,2,0,3,3,0,2,0,3,0,1,1,36,3249,39,1
1,2,0,1,3,2,2,0,1,1,2,1,0,2,1,0,1,48,6560,24,0
1,2,3,0,2,2,2,2,1,0,2,1,0,2,1,0,1,7,2415,34,1
0,2,3,0,2,2,2,0,1,2,2,1,0,3,1,0,1,27,3416,27,1
3,4,3,4,4,3,2,0,3,2,2,1,1,2,1,0,1,12,976,35,1
2,2,3,4,4,1,2,0,2,2,2,1,0,3,1,0,1,12,3399,37,1
3,2,2,0,2,3,1,0,0,0,2,1,0,2,1,1,1,12,763,26,1
0,2,3,0,4,0,2,2,2,1,2,1,0,2,0,0,1,30,2522,39,1
1,2,3,0,1,1,2,0,0,2,2,1,0,2,1,0,1,12,1331,22,0
3,2,1,0,3,1,2,0,1,2,2,1,0,2,1,0,1,15,3029,33,1
3,4,3,0,3,3,3,2,1,2,2,1,1,2,1,1,1,24,1851,33,1
1,2,2,4,3,1,2,0,2,2,2,1,0,2,1,1,1,21,3976,35,1
3,4,1,3,2,3,2,0,1,0,2,1,1,2,1,0,1,24,5804,27,1
3,4,3,0,2,1,1,0,1,2,1,1,1,2,1,0,1,36,9566,31,1
1,2,9,3,2,3,2,0,1,1,2,1,0,1,1,1,1,18,1941,35,1
3,2,3,4,3,1,3,0,3,1,2,0,0,2,1,1,1,42,7166,29,1
1,0,9,0,2,1,1,0,0,2,2,1,1,2,1,0,1,30,4221,28,1
1,4,0,0,4,2,2,2,2,0,2,1,1,2,1,0,1,18,1056,30,0
1,3,0,4,2,3,1,0,3,2,2,0,1,2,1,1,1,24,1965,42,1
0,4,5,1,4,2,2,2,3,0,2,1,1,2,0,0,0,9,1288,48,1
0,2,0,0,1,0,1,0,1,2,2,1,0,1,1,0,1,18,976,23,0
0,1,0,0,1,3,2,0,1,2,0,1,1,2,1,1,1,12,697,46,0
0,2,0,0,3,1,0,0,2,2,2,1,0,2,1,0,1,12,1372,36,0
0,4,2,0,2,1,0,0,2,1,2,1,1,2,1,0,1,15,975,25,1
0,1,0,0,0,0,1,1,3,3,2,0,1,0,1,0,1,24,1193,29,0
0,2,2,0,2,1,0,0,0,2,2,1,0,2,1,0,1,12,2577,42,1
1,4,2,0,4,1,2,0,0,3,2,1,0,2,1,1,1,18,6361,41,1
0,4,1,1,3,0,3,0,3,2,2,0,1,2,1,0,1,30,6187,24,1
1,3,3,0,1,0,2,0,1,2,2,1,0,2,1,0,1,24,6403,33,1
0,4,3,0,3,3,3,0,0,1,2,1,1,3,1,1,1,18,1880,32,1
1,4,9,4,3,3,2,0,2,3,2,1,1,2,0,1,1,24,2825,34,1
3,4,0,0,2,3,1,0,2,0,2,1,1,2,1,0,1,18,1028,36,1
3,4,3,0,4,2,2,0,3,2,2,1,1,2,1,1,1,18,6070,33,1
3,4,9,0,2,2,2,0,1,0,2,1,0,3,1,1,1,24,4526,74,1
3,4,1,4,3,2,2,0,3,1,2,1,1,2,1,1,1,24,4042,43,1
1,4,0,0,0,3,3,0,1,2,2,1,1,3,1,0,1,30,5234,28,0
0,4,0,0,4,3,2,0,3,0,2,1,1,2,1,0,1,21,571,65,1
0,4,0,0,4,3,2,0,3,2,2,1,1,1,1,0,1,24,1199,60,0
3,4,2,3,2,3,2,0,3,0,2,1,0,2,1,1,1,24,3777,40,1
1,3,6,1,3,1,2,0,2,3,2,0,0,2,1,1,1,39,11760,32,1
3,2,9,0,3,3,2,0,0,2,1,1,1,2,1,1,1,18,1950,34,1
3,4,3,0,4,3,2,0,3,0,2,1,0,2,1,0,1,12,618,56,1
3,4,3,1,0,3,1,0,3,0,2,1,2,1,1,0,1,11,1154,57,1
0,2,4,0,2,2,2,0,3,2,2,1,0,2,1,0,1,48,3051,54,0
0,2,0,0,4,3,2,0,3,3,0,2,0,3,1,0,1,48,7763,42,0
1,1,3,0,2,3,2,0,3,0,1,1,0,1,1,0,1,10,1048,23,1
1,4,1,1,1,2,2,0,3,1,2,1,0,2,1,0,1,12,1804,44,1
1,2,3,0,4,3,1,0,3,0,2,1,0,2,1,0,1,9,1206,25,1
0,4,0,0,4,3,2,0,2,1,2,1,1,2,1,0,1,12,691,35,0
0,2,6,0,1,3,1,0,3,1,2,1,0,2,1,0,1,12,795,53,0
3,2,0,4,2,1,2,0,3,2,1,0,1,2,1,0,1,18,6761,68,0
0,2,3,0,2,3,2,0,2,1,2,1,0,1,1,0,1,12,2214,24,1
1,2,0,0,2,3,3,0,3,0,2,0,0,1,1,0,1,9,276,22,1
1,2,9,1,4,3,0,0,1,2,2,0,1,1,1,0,1,21,2767,61,0
0,2,0,0,2,3,2,0,2,2,2,1,0,1,1,0,1,9,654,28,0
3,4,2,0,1,0,1,0,2,0,2,0,1,2,1,0,1,10,2146,23,1
3,4,3,4,4,3,2,0,1,1,2,0,1,1,1,1,1,7,730,46,1
0,2,2,0,1,3,2,1,0,1,2,1,0,1,1,0,0,24,1747,24,1
0,2,3,2,2,1,2,0,2,0,2,0,0,2,0,0,1,6,2647,44,1
3,2,0,0,2,2,2,0,1,0,2,1,0,1,0,0,0,10,1546,31,1
1,2,0,0,2,3,1,2,1,3,0,1,0,2,1,0,1,30,2150,24,0
3,3,1,0,3,2,2,0,2,2,2,1,1,1,1,1,1,24,4679,35,1
3,3,3,2,3,3,2,0,0,2,2,1,0,3,1,1,1,48,12749,37,1
0,2,3,0,2,3,1,0,3,2,0,0,1,2,1,0,1,18,1882,25,0
1,2,5,0,1,3,2,0,0,3,2,0,0,1,1,0,1,36,2384,33,0
0,2,1,0,2,2,2,2,3,3,0,1,0,2,0,1,1,24,2924,63,1
1,2,3,0,1,0,1,2,0,0,2,1,0,2,1,0,1,7,2329,45,1
